0, 0, 590.631, 59, 0.14286, 0.83333, 0.43453, 43, 63, 55
0, 0, 658.676, 63, 0.16667, 1, 0.53355, 43, 62, 53
0, 0, 581.868, 57, 0, 0.71429, 0.35095, 43, 53, 49
0, 0, 584.077, 58, 0, 1, 0.61752, 43, 64, 55
0, 0, 576.693, 57, 0, 0.71429, 0.33388, 43, 54, 49
0, 0, 589.172, 58, 0.125, 0.8, 0.43758, 44, 63, 55
0, 0, 576.953, 57, 0, 1, 0.45452, 43, 63, 55
false, 0, 0, 615.311, 63, 0, 0.85714, 0.43357, 43, 71, 55
false, 0, 0, 634.207, 64, 0.125, 0.875, 0.45487, 44, 69, 55
false, 0, 0, 589.133, 60, 0.125, 0.85714, 0.47863, 43, 69, 55
false, 0, 0, 586.647, 60, 0.14286, 0.75, 0.39792, 43, 73, 55
false, 0, 0, 588.105, 61, 0.14286, 0.7, 0.43477, 43, 72, 55
false, 0, 0, 599.398, 61, 0, 0.8, 0.43279, 42, 68, 55
false, 0, 0, 582.154, 60, 0.16667, 0.85714, 0.46145, 43, 69, 55
false, 0, 0, 603.469, 61, 0.16667, 0.88889, 0.42156, 43, 69, 55
false, 0, 0, 585.834, 59, 0.14286, 1, 0.41906, 43, 65, 54
false, 0, 0, 584.512, 60, 0.16667, 0.83333, 0.44102, 43, 73, 55
false, 0, 0, 606.262, 62, 0.22222, 0.9, 0.43147, 43, 72, 55
false, 0, 0, 592.187, 60, 0.16667, 0.7, 0.39839, 43, 70, 56
false, 0, 0, 653.903, 66, 0.16667, 0.85714, 0.45404, 43, 67, 55
false, 0, 0, 585.706, 59, 0.16667, 1, 0.45524, 43, 64, 55
false, 0, 0, 584.815, 59, 0.16667, 0.72727, 0.40066, 43, 69, 55
false, 0, 0, 577.044, 57, 0.11111, 0.75, 0.29901, 43, 55, 49
false, 0, 0, 583.202, 57, 0.11111, 0.83333, 0.42811, 42, 54, 49
false, 0, 0, 580.594, 59, 0.14286, 0.77778, 0.41784, 43, 69, 55
false, 0, 0, 581.02, 59, 0.16667, 0.66667, 0.4299, 43, 69, 55
false, 0, 0, 580.521, 59, 0.125, 0.71429, 0.44603, 43, 71, 55
false, 0, 0, 576.143, 59, 0.125, 0.71429, 0.41581, 43, 73, 55
false, 0, 0, 579.867, 57, 0.125, 0.8, 0.43953, 43, 62, 55
false, 0, 0, 577.798, 57, 0.125, 0.66667, 0.43214, 43, 61, 54
false, 0, 0, 606.646, 60, 0.14286, 1, 0.40963, 44, 64, 55
false, 0, 0, 581.908, 58, 0.16667, 0.75, 0.42656, 43, 63, 55
true, 0, 0, 596.319, 59, 0.2, 0.875, 0.4497, 44, 62, 55
0, 0, 0, 615.002, 61, 0.14286, 0.88889, 0.43986, 43, 63, 54
0, 0, 0, 585.491, 58, 0.16667, 0.875, 0.45608, 43, 63, 54
0, 0, 0, 612.65, 60, 0.2, 0.83333, 0.44048, 43, 63, 54
0, 0, 0, 585.738, 58, 0.2, 0.875, 0.50028, 43, 62, 54
0, 0, 0, 583.181, 57, 0.16667, 0.75, 0.43921, 43, 63, 54
0, 0, 0, 588.603, 58, 0.2, 0.9, 0.49685, 44, 64, 55
0, 0, 0, 577.35, 57, 0.14286, 0.75, 0.42466, 43, 63, 54
0, 0, 0, 578.004, 57, 0.16667, 0.71429, 0.42261, 44, 63, 54
0, 0, 0, 583.033, 58, 0.16667, 0.8, 0.4418, 43, 63, 54
0, 0, 0, 577.886, 58, 0.16667, 0.66667, 0.41025, 44, 64, 54
0, 0, 0, 575.965, 58, 0.14286, 1, 0.42154, 43, 67, 55
0, 0, 0, 601.295, 61, 0.28571, 1, 0.59969, 42, 79, 55
0, 0, 0, 590.676, 58, 0.14286, 0.83333, 0.44792, 45, 63, 55
0, 0, 0, 592.382, 59, 0.14286, 0.875, 0.42056, 43, 62, 54
0, 0, 0, 575.604, 57, 0.11111, 0.625, 0.35275, 43, 53, 49
0, 0, 0, 607.841, 60, 0.16667, 0.83333, 0.45337, 42, 63, 54
0, 0, 0, 594.152, 59, 0.14286, 0.66667, 0.41667, 43, 63, 54
0, 0, 0, 577.544, 57, 0.14286, 0.8, 0.43454, 43, 63, 54
0, 0, 0, 573.159, 56, 0.125, 0.625, 0.31716, 43, 53, 49
0, 0, 0, 622.657, 62, 0.16667, 0.8, 0.46298, 43, 64, 55
0, 0, 0, 574.304, 57, 0.125, 0.54545, 0.29669, 43, 53, 49
0, 0, 0, 591.101, 59, 0.125, 1, 0.48841, 44, 63, 55
0, 0, 0, 586.498, 59, 0.25, 1, 0.59549, 44, 67, 55
0, 0, 0, 610.372, 59, 0.1, 0.66667, 0.39625, 41, 66, 54
0, 0, 0, 572.7, 58, 0.14286, 0.71429, 0.38204, 43, 78, 55
0, 0, 0, 573.213, 58, 0.125, 0.625, 0.37406, 43, 70, 54
0, 0, 0, 572.499, 58, 0.125, 0.66667, 0.39173, 43, 77, 54
0, 0, 0, 576.443, 58, 0.14286, 0.625, 0.39018, 43, 78, 55
0, 0, 0, 570.345, 57, 0.16667, 0.71429, 0.39197, 43, 63, 54
0, 0, 0, 569.447, 57, 0.125, 0.57143, 0.25689, 43, 61, 49
0, 0, 0, 568.21, 57, 0.11111, 0.5, 0.2792, 42, 60, 49
0, 0, 0, 572.221, 59, 0.14286, 0.77778, 0.40618, 43, 78, 55
0, 0, 0, 571.939, 58, 0.14286, 0.8, 0.39548, 43, 78, 55
0, 0, 0, 572.044, 58, 0.14286, 0.72727, 0.39827, 43, 78, 55
0, 0, 0, 573.844, 58, 0.14286, 0.66667, 0.40089, 43, 70, 54
0, 0, 0, 572.15, 57, 0.125, 0.75, 0.347, 42, 56, 49
0, 0, 0, 569.074, 57, 0.11111, 0.6, 0.20846, 43, 61, 49
0, 0, 0, 601.671, 60, 0.11111, 0.88889, 0.27847, 42, 62, 49
0, 0, 0, 575.083, 58, 0.125, 0.8, 0.41056, 43, 64, 55
